,Entity,Year,Total GHG
5158,Zambia,1994,481410000.0
5159,Zambia,1995,478950000.0
5160,Zambia,1996,444440000.0
5161,Zambia,1997,405510000.0
5162,Zambia,1998,411840000.0
5163,Zambia,1999,371410000.0
5164,Zambia,2000,412830000.0
5165,Zambia,2001,402050000.0
5166,Zambia,2002,453110000.0
5167,Zambia,2003,474630000.0
5168,Zambia,2004,488470000.0
5169,Zambia,2005,565590000.0
5170,Zambia,2006,482320000.0
5171,Zambia,2007,452180000.0
5172,Zambia,2008,470580000.0
5173,Zambia,2009,412120000.0
5174,Zambia,2010,459880000.0
5175,Zambia,2011,431870000.0
5176,Zambia,2012,454490000.0
5177,Zambia,2013,467690000.0
5178,Zambia,2014,440080000.0
5181,Zimbabwe,1990,71050000.0
5182,Zimbabwe,1991,71350000.0
5183,Zimbabwe,1992,72200000.0
5184,Zimbabwe,1993,68700000.0
5185,Zimbabwe,1994,68380000.0
5186,Zimbabwe,1995,68280000.0
5187,Zimbabwe,1996,69660000.0
5188,Zimbabwe,1997,68810000.0
5189,Zimbabwe,1998,70080000.0
5190,Zimbabwe,1999,72400000.0
5191,Zimbabwe,2000,69590000.0
5192,Zimbabwe,2001,71440000.0
5193,Zimbabwe,2002,67450000.0
5194,Zimbabwe,2003,64680000.00000001
5195,Zimbabwe,2004,64870000.00000001
5196,Zimbabwe,2005,65050000.0
5197,Zimbabwe,2006,63960000.0
5198,Zimbabwe,2007,64450000.0
5199,Zimbabwe,2008,62880000.0
5200,Zimbabwe,2009,63540000.0
5201,Zimbabwe,2010,66540000.00000001
5202,Zimbabwe,2011,67420000.0
5203,Zimbabwe,2012,67630000.0
5204,Zimbabwe,2013,67550000.0
5205,Zimbabwe,2014,66099999.99999999
